Document Date,purchasing document,item,material,short text,order quantity,order unit,currency,net price,net order value,plant,purchasing group,purchasing organization,price unit,supplier_code,supplier_name
1/21/2019,4500145223,80,,Maintenance Forklift F-35 (Aug'19),1,JOB,THB,"4,500.00","4,500.00",RB11,RB1,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
1/21/2019,4500145223,90,,Maintenance Forklift F-35 (Sep'19),1,JOB,THB,"4,500.00","4,500.00",RB11,RB1,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
1/21/2019,4500145223,100,,Maintenance Forklift F-35 (Oct'19),1,JOB,THB,"4,500.00","4,500.00",RB11,RB1,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
1/21/2019,4500145223,110,,Maintenance Forklift F-35 (Nov'19),1,JOB,THB,"4,500.00","4,500.00",RB11,RB1,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
1/21/2019,4500145223,120,,Maintenance Forklift F-35 (Dec'19),1,JOB,THB,"4,500.00","4,500.00",RB11,RB1,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
1/15/2019,4500145530,10,,"ข้อต่อวาล์วพลาสติก PVC 2""(ซ่อม Bulk)",15,PC,THB,520.00,"7,800.00",RB11,RB1,RB00,1,BG00012810, TSP PART AND ENGINEERING
1/7/2019,4500144151,10,,ผ้ากรองขาว 80 mesh,104,M,THB,120.00,"12,480.00",RB11,RB1,RB00,1,BG00012825," V.S. BURLY GROUP CO., LT"
1/7/2019,4500144151,20,,ผ้ากรองขาว 120 mesh,160,M,THB,110.00,"17,600.00",RB11,RB1,RB00,1,BG00012825," V.S. BURLY GROUP CO., LT"
1/7/2019,4500144151,30,,ผ้ากรองขาว 150 mesh,108,M,THB,130.00,"14,040.00",RB11,RB1,RB00,1,BG00012825," V.S. BURLY GROUP CO., LT"
1/7/2019,4500144151,40,,ผ้ากรองขาว 200 mesh,53,M,THB,240.00,"12,720.00",RB11,RB1,RB00,1,BG00012825," V.S. BURLY GROUP CO., LT"
1/9/2019,4500144388,10,,Stretch film HM50-1800-G,15,EA,THB,"1,180.00","17,700.00",RB11,RB1,RB00,1,BG00014562," NANDEE -STRAPAC CO.,LTD."
1/3/2019,4500143960,10,,byko-chat Opacity 3B(Cat No.2811),4,EA,THB,"4,100.00","16,400.00",RB11,RB1,RB00,1,BG00015882, COLOSSAL INTERNATIONAL C
1/24/2019,4500145519,10,,ค่าบำรุงสมาชิกสมาคม,1,JOB,THB,"3,364.49","3,364.49",RB11,RB1,RB00,1,BG00016023, THAI FURNITURE ASSOCIATI
1/7/2019,4500144158,10,,Hydrochoric Axid 0.5 N 2.5L.(fisher),12,EA,THB,"1,150.00","13,800.00",RB11,RB1,RB00,1,BG00016313," APEX CHEMICALS CO.,LTD."
1/30/2019,4500146047,10,,NICCA FI-NONE AP-240 (25 KG./PACK),50.000,KG,THB,219.00,"10,950.00",RB11,RB1,RB00,1,BG00018294," STC NICCA CO.,LTD."
1/11/2019,4500144566,10,,Blank Label PP matte white,"40,000",EA,THB,2.86,"114,400.00",RB11,RB1,RB00,1,BG00022618," Weltron Corporation Co.,"
1/11/2019,4500144566,20,,Color Label (Black)sticker ต่อเนื่อง,"20,000",EA,THB,1.45,"29,000.00",RB11,RB1,RB00,1,BG00022618," Weltron Corporation Co.,"
1/7/2019,4500144075,10,,PVC PG620 (PG601) 1st formulation,100.000,KG,THB,60.00,"6,000.00",RB11,RB1,RB00,1,BG00023466, SCG PERFORMANCE CHEMICAL
1/7/2019,4500144075,20,,PVC PG601  2nd formulation,25.000,KG,THB,60.00,"1,500.00",RB11,RB1,RB00,1,BG00023466, SCG PERFORMANCE CHEMICAL
1/16/2019,4500145006,10,,"Printer""Epson""#L6170",1,SET,THB,"9,700.00","9,700.00",RB11,RB1,RB00,1,BG00023884, Comp Tech Integration Se
1/24/2019,4500145587,10,,"UPS""APC"" 1100VA #BX1100LI-MS",2,SET,THB,"3,500.00","7,000.00",RB11,RB1,RB00,1,BG00023884, Comp Tech Integration Se
