Document Date,purchasing document,item,material,short text,order quantity,order unit,currency,net price,net order value,plant,purchasing group,purchasing organization,price unit,supplier_code,supplier_name
12/17/2018,4500142812,10,,"Rotary joint for N-2,4/N-2N,3N,4N TS29",2,PC,THB,5310,10620,RB11,RB1,RB00,1,BG00012723, SITHIPORN ASSOCIATES CO.
12/6/2018,4500142813,10,,ซ่อมมอเตอร์ไดโว่ 0.75 KW 1HP 2P ตัวใหญ่,1,JOB,THB,9620,9620,RB11,RB1,RB00,1,BG00012733, SOMCHIT TECHNIC MOTOR LT
12/6/2018,4500142394,10,,"Cal.Oven""TA BAL"" รุ่น IPH-200",2,JOB,THB,4050,8100,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/6/2018,4500142394,20,,"Cal.Oven""Yamato"" รุ่น DK-43",1,JOB,THB,4050,4050,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/6/2018,4500142394,30,,"Cal.Oven""Binder"" รุ่น FP 53 S/N 11-15232",1,JOB,THB,4050,4050,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/6/2018,4500142394,40,,Vacuum Oven ยี่ห้อ Binder รุ่น VDL53,1,JOB,THB,4500,4500,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/6/2018,4500142394,50,,Humidity Chamber ยี่ห้อ Binder MKF240,1,JOB,THB,4950,4950,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/6/2018,4500142394,60,,ค่าบริการสอบเทียบ,1,JOB,THB,950,950,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/14/2018,4500142758,10,,ค่าอะไหล่ For Viscometer Model: LVDV-E,1,EA,THB,5000,5000,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/20/2018,4500143403,10,,ค่าบริการสอบเทียบ Oven ยี่ห้อ Eyala,1,SET,THB,4050,4050,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/20/2018,4500143403,20,,ค่าบริการสอบเทียบ Oven ยี่ห้อ Binder,3,SET,THB,4050,12150,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/20/2018,4500143403,30,,ค่าเดินทางสอบเทียบ,1,JOB,THB,950,950,RB11,RB1,RB00,1,BG00012735, SPC CALIBRATION CENTER
12/12/2018,4500142567,10,,Tin plate,20,EA,THB,750,15000,RB11,RB2,RB00,1,BG00012777, THANAPHON MACHINERY
12/3/2018,4500141886,10,,ปี๊บเหล็ก 343mm x174 mm.x1/4 กล.,500,EA,THB,20,10000,RB11,RB2,RB00,1,BG00012791," TINCAN INDUSTRY CO., LTD"
12/3/2018,4500141886,20,,ปี๊บใหญี 1.5 นิ้ว คอ 1.5นิ้วย ขนาด 1 กล.,500,EA,THB,30,15000,RB11,RB2,RB00,1,BG00012791," TINCAN INDUSTRY CO., LTD"
12/21/2018,4500143463,10,,(Topken) Mechanical Seal TK-S30,1,SET,THB,7140,7140,RB11,RB1,RB00,1,BG00012792, TK Engineering and Parts
12/11/2018,4500142439,10,,ซ่อมเครื่อง TOHO NR-215,1,JOB,THB,9500,9500,RB11,RB3,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
12/11/2018,4500142439,20,,Consumption,1,JOB,THB,1000,1000,RB11,RB3,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
12/11/2018,4500142439,30,,Transportation,1,JOB,THB,1500,1500,RB11,RB3,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
12/11/2018,4500142443,10,,สายน้ำยาเคมี Hose(ISO)3R80-08x910,1,PC,THB,4200,4200,RB11,RB3,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
12/11/2018,4500142443,20,,สายน้ำยาเคมี Hose(ISO)3R80-08x380,1,PC,THB,3500,3500,RB11,RB3,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
12/11/2018,4500142443,30,,"สายน้ำยาเคมี Hose(ISO)3R80-06x4,330",1,PC,THB,7400,7400,RB11,RB3,RB00,1,BG00012796," TOKIO ENGINEERING CO., L"
12/21/2018,4500143407,10,,Free Converyor for Loadcell,1,SET,THB,18500,18500,RB11,RB3,RB00,1,BG00012809, Triple-L Engineering and
12/24/2018,4500143408,10,,Main for Loadcell,1,SET,THB,5500,5500,RB11,RB3,RB00,1,BG00012809, Triple-L Engineering and
12/14/2018,4500142899,10,,ส่งตัวอย่างทดสอบ TUV,2,EA,THB,11000,22000,RB11,RB3,RB00,1,BG00012812, TUV RHEINLAND THAILAND L
12/7/2018,4500143318,10,,ซ่อม Forklift F-14,1,JOB,THB,23700,23700,RB11,RB3,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/7/2018,4500143320,10,,ซ่อม Forklift F-6,1,JOB,THB,7050,7050,RB11,RB2,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/7/2018,4500143322,10,,ซ่อม Forklift F-16,1,JOB,THB,6600,6600,RB11,RB1,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/7/2018,4500143325,10,,ซ่อม Forklift F-19,1,JOB,THB,11675,11675,RB11,RB1,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/7/2018,4500143326,10,,ซ่อม Forklift F-14,1,JOB,THB,24800,24800,RB11,RB3,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/14/2018,4500143329,10,,ซ่อม Forklift F-20,1,JOB,THB,21575,21575,RB11,RB2,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/18/2018,4500143466,10,,ซ่อม Forklift F13,1,JOB,THB,9975,9975,RB11,RB2,RB00,1,BG00014490," Zen Service Co.,Ltd."
12/11/2018,4500142461,10,,Wax RIKEISAI O-500 (13 KGs / Pail),130,KG,THB,125,16250,RB11,RB3,RB00,1,BG00014547," NAGASE (THAILAND) CO., L"
12/25/2018,4500143455,10,,Duty & tax for lab (K38-0906-2),1,EA,THB,11744,11744,RB11,RB3,RB00,1,BG00014559, CUSTOM DEPARTMENT
12/3/2018,4500141879,10,,ฟิล์ม HM50-1800-G 50 cm.x1800 m.x20 Mic,15,EA,THB,1180,17700,RB11,RB1,RB00,1,BG00014562," NANDEE -STRAPAC CO.,LTD."
12/11/2018,4500142827,10,,SMC AIR UNIT AW40-04G-A,2,EA,THB,2120,4240,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/11/2018,4500142827,20,,SMC AIR UNIT AW30-02G-A,7,EA,THB,1400,9800,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/7/2018,4500142836,10,,อุปกรณ์สำหรับงานซ่อมแซม Spare (MA-CC),1,JOB,THB,9370,9370,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/6/2018,4500142839,10,,อุปกรณ์ใช้ในงานSTM line และ MAทั่วไป(WH),1,JOB,THB,1155,1155,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/6/2018,4500142839,20,,อุปกรณ์ใช้ในงานSTM line และ MAทั่วไป(MA),1,JOB,THB,3355,3355,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/6/2018,4500142839,30,,อุปกรณ์ใช้ในงานSTM line และ MAทั่วไป(PD),1,JOB,THB,2300,2300,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/6/2018,4500142841,10,,Spare งานจัดสายไฟและซ่อมแซมทั่วไป MA,1,JOB,THB,3990,3990,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/6/2018,4500142841,20,,Spare งานจัดสายไฟและซ่อมแซมทั่วไป HR,1,JOB,THB,325,325,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/6/2018,4500142841,30,,Spare งานจัดสายไฟและซ่อมแซมทั่วไป UT,1,JOB,THB,880,880,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/20/2018,4500143447,10,,อุปกรณ์สำหรับงานซ่อมแซมรวม 8 รายการ,1,JOB,THB,19400,19400,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/20/2018,4500143447,20,,อุปกรณ์สำหรับงานซ่อมแซมรวม 6 รายการ,1,JOB,THB,5010,5010,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/21/2018,4500143464,10,,PARKER SOLENOID VALVE 2341,2,EA,THB,6860,13720,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/21/2018,4500143494,10,,GS Battery N150 12V 150AH,2,EA,THB,6300,12600,RB11,RB0,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
12/4/2018,4500143331,10,,ซ่อม Stopper ลานจอดรถ,1,JOB,THB,20891.75,20891.75,RB11,RB0,RB00,1,BG00015912, K.Suwit Sukkasae
12/19/2018,4500143489,10,,งานซ่อมผ้าและหลังคาห้องน้ำ PD-UU,1,EA,THB,8453.61,8453.61,RB11,RB3,RB00,1,BG00015912, K.Suwit Sukkasae
12/13/2018,4500143427,10,,"ซ่อมเครื่องปรับอากาศ ขนาด 18,125 BTU",1,JOB,THB,28900,28900,RB11,RB2,RB00,1,BG00015913, Fresh Electric Technolog
12/13/2018,4500143428,10,,"ซ่อมเครื่องปรับอากาศ ขนาด 120,000 BTU",1,JOB,THB,16700,16700,RB11,RB2,RB00,1,BG00015913, Fresh Electric Technolog
12/13/2018,4500143437,10,,"ซ่อมเครื่องปรับอากาศ ขนาด 120,000 BTU",1,SET,THB,9000,9000,RB11,RB1,RB00,1,BG00015913, Fresh Electric Technolog
12/24/2018,4500143439,10,,"ซ่อมเครื่องปรับอากาศ ขนาด 77,400 BTU",1,JOB,THB,12100,12100,RB11,RB3,RB00,1,BG00015913, Fresh Electric Technolog
12/13/2018,4500143641,10,,"ซ่อมเครื่องปรับอากาศ ขนาด77,400 BTU",1,JOB,THB,56700,56700,RB11,RB3,RB00,1,BG00015913, Fresh Electric Technolog
12/28/2018,4500143858,10,,"Mobile Phone""Samsung""",1,SET,THB,8869.63,8869.63,RB11,RB3,RB00,1,BG00016015," The Mall Group Co.,Ltd."
12/14/2018,4500142763,10,,ผ้าใบหลังคาเต็นท์ทรงเพิง ขนาด5x20 m.,1,JOB,THB,31000,31000,RB11,RB2,RB00,1,BG00016070," KIJJAROEN PABIE CO.,LTD."
12/4/2018,4500141913,10,,เครื่องเคลือบบัตร ลามิเรล(A4) LMR-220,1,SET,THB,3466.36,3466.36,RB11,RB1,RB00,1,BG00016130, COL Public Company Limit
12/13/2018,4500142638,10,,ตู้เก็บกุญแจ ครีม เอเพ็คซ์ AP-0050,1,SET,THB,906.54,906.54,RB11,RB2,RB00,1,BG00016130, COL Public Company Limit
12/25/2018,4500143462,10,,ส่งตัวอย่างทดสอบหาค่า FeSO4,7,EA,THB,1500,10500,RB11,RB1,RB00,1,BG00016189, Intertek Testing Service
12/7/2018,4500142247,10,,"Hydrochloric acid solution, 0.5N 2.5L.",6,EA,THB,1150,6900,RB11,RB3,RB00,1,BG00016313," APEX CHEMICALS CO.,LTD."
12/7/2018,4500142247,20,,"Propan-2-OL , AR 4L (LOBA)",10,EA,THB,650,6500,RB11,RB3,RB00,1,BG00016313," APEX CHEMICALS CO.,LTD."
12/7/2018,4500142247,30,,Methanol  AR 2.5L (LOBA),1,EA,THB,260,260,RB11,RB3,RB00,1,BG00016313," APEX CHEMICALS CO.,LTD."
12/13/2018,4500142614,10,,Repair AC Motor 1 Unit,1,JOB,THB,5771,5771,RB11,RB1,RB00,1,BG00016469, Performance Industrial S
12/14/2018,4500143307,10,,Overhaul Motor & Pump addition Work IRW,1,JOB,THB,118460,118460,RB11,RB0,RB00,1,BG00016469, Performance Industrial S
12/14/2018,4500143307,20,,Overhaul Motor & Pump addition Work IRS,1,JOB,THB,59915,59915,RB11,RB0,RB00,1,BG00016469, Performance Industrial S
12/14/2018,4500143307,30,,Overhaul Motor & Pump addition Work UU,1,JOB,THB,12390,12390,RB11,RB0,RB00,1,BG00016469, Performance Industrial S
12/14/2018,4500143307,40,,Overhaul Motor & Pump addition Work CC,1,JOB,THB,37290,37290,RB11,RB0,RB00,1,BG00016469, Performance Industrial S
12/18/2018,4500143432,10,,INSURANCE FOR LAB EQUIPMENT,1,EA,THB,503,503,RB11,RB1,RB00,1,BG00016511, THE WORLD PACKING&TRANSP
12/14/2018,4500142764,10,,พาเลทพลาสติก,200,EA,THB,400,80000,RB11,RB3,RB00,1,BG00017311," APTS PROVIDE CO., LTD."
12/24/2018,4500143429,10,,DIMETHYLOLPROPIONIC ACID 25kg./BG,18,KG,THB,2480,44640,RB11,RB1,RB00,1,BG00018281, MEGACHEM (THAILAND) PUBL
12/13/2018,4500142664,10,,Plunger Seal (GFP),2,EA,THB,5590,11180,RB11,RB2,RB00,1,BG00018301, S.M. CHEMICAL SUPPLIES C
12/13/2018,4500142664,20,,Inline Filter 10u,2,EA,THB,3770,7540,RB11,RB2,RB00,1,BG00018301, S.M. CHEMICAL SUPPLIES C
12/19/2018,4500143310,10,,Control Cable 8Cx1 Sq.mm,6,M,THB,400,2400,RB11,RB3,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/19/2018,4500143310,20,,Push Botton 4 PBS+EMS 1 S,1,EA,THB,2500,2500,RB11,RB3,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/19/2018,4500143310,30,,งานแก้ไข,1,JOB,THB,3500,3500,RB11,RB3,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/19/2018,4500143310,40,,ค่าบริการ,1,JOB,THB,3500,3500,RB11,RB3,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/19/2018,4500143444,10,,ค่าบริการทดสอบน้ำหนักเครน PD-IRS,1,EA,THB,10833.34,10833.34,RB11,RB0,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/19/2018,4500143444,20,,ค่าบริการทดสอบน้ำหนักเครน PD-UU,1,EA,THB,10833.33,10833.33,RB11,RB0,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/19/2018,4500143444,30,,ค่าบริการทดสอบน้ำหนักเครน RD-UU,1,EA,THB,10833.33,10833.33,RB11,RB0,RB00,1,BG00018595, K.M.P.MACHINERY (THAILAN
12/12/2018,4500142513,10,,"""KITZ"" Gate Valve Model: 10SMS",5,EA,THB,915,4575,RB11,RB1,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
12/12/2018,4500142513,20,,"""KITZ"" Gate Valve Model: 10SMBOF",1,EA,THB,10400,10400,RB11,RB1,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
12/3/2018,4500142613,10,,"""KITZ""Ball Valve Model: 10UTB (MA-CC)",1,SET,THB,21150,21150,RB11,RB0,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
12/3/2018,4500142613,20,,"""KITZ""Ball Valve Model: 10UTB (WH-UU)",1,SET,THB,4000,4000,RB11,RB0,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
12/19/2018,4500143465,10,,"Ball valve 2 PC ""KITZ"" (WH-IRS)",1,JOB,THB,13800,13800,RB11,RB2,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
12/19/2018,4500143465,20,,"Ball valve 1 PC ""KITZ"" (WH-UU)",1,JOB,THB,4000,4000,RB11,RB2,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
12/7/2018,4500142853,10,,จั๊มโบ้ Big Bag 1000 kg.,100,EA,THB,190,19000,RB11,RB1,RB00,1,BG00018897," MIONA INTERTRADE CO.,LTD"
12/17/2018,4500143410,10,,ถอด-ใส่หม้อน้ำทดลองเครื่อง,1,EA,THB,50000,50000,RB11,RB2,RB00,1,BG00019446, S.B.RADIATOR SERVICE LIM
12/18/2018,4500142997,10,,"DCS Carbinet,Power Supply,Relay and Fuse",1,EA,THB,39000,39000,RB11,RB2,RB00,1,BG00020085," CI Transfer Co.,Ltd."
12/18/2018,4500143420,10,,ค่าบำรุงรักษา New Fire Pump ธ.ค 61,1,JOB,THB,9000,9000,RB11,RB0,RB00,1,BG00020880, HARN ENGINEERING SOLUTIO
12/18/2018,4500143420,20,,ค่าบำรุงรักษา New Fire Pump ก.พ 62,1,JOB,THB,9000,9000,RB11,RB0,RB00,1,BG00020880, HARN ENGINEERING SOLUTIO
12/18/2018,4500143420,30,,ค่าบำรุงรักษา New Fire Pump เม.ย 62,1,JOB,THB,9000,9000,RB11,RB0,RB00,1,BG00020880, HARN ENGINEERING SOLUTIO
12/18/2018,4500143420,40,,ค่าบำรุงรักษา New Fire Pump มิ.ย. 62,1,JOB,THB,9000,9000,RB11,RB0,RB00,1,BG00020880, HARN ENGINEERING SOLUTIO
12/18/2018,4500143420,50,,ค่าบำรุงรักษา New Fire Pump ส.ค 62,1,JOB,THB,9000,9000,RB11,RB0,RB00,1,BG00020880, HARN ENGINEERING SOLUTIO
12/18/2018,4500143420,60,,ค่าบำรุงรักษา New Fire Pump ต.ค 62,1,JOB,THB,9000,9000,RB11,RB0,RB00,1,BG00020880, HARN ENGINEERING SOLUTIO
12/2/2018,4500142267,10,,"กระติกน้ำร้อนไฟฟ้า""Sharp""#KP-30ST 2.9L",1,SET,THB,821.5,821.5,RB11,RB1,RB00,1,BG00022123, Ek-Chai Distribution Sys
12/6/2018,4500142150,10,,"PTFE Syringe Filter 0.45 um, 13 mm.",12,EA,THB,1000,12000,RB11,RB1,RB00,1,BG00022785," GENIUS SCIENCE CO.,LTD."
12/4/2018,4500141964,10,,ขวดมายองเนส 16 OZ,480,EA,THB,9,4320,RB11,RB2,RB00,1,BG00022799," Yindee 2018 Co.,Ltd."
12/4/2018,4500141964,20,,ขวดมายองเนส 8 OZ,1200,EA,THB,6,7200,RB11,RB2,RB00,1,BG00022799," Yindee 2018 Co.,Ltd."
12/6/2018,4500142456,10,,Maintenance Kit 2000H P/N2901900400,1,SET,THB,9000,9000,RB11,RB0,RB00,1,BG00023159, POOMIPAT ENGINEERING SUP
12/6/2018,4500142456,20,,Screw Guard Rotair P/N 6215714100,2,EA,THB,6800,13600,RB11,RB0,RB00,1,BG00023159, POOMIPAT ENGINEERING SUP
12/20/2018,4500143467,10,,KHUNER PTFE JOINT SEALANT,1,SET,THB,6080,6080,RB11,RB0,RB00,1,BG00023654," BANNA INNOTEC CO.,LTD."
12/3/2018,4500141864,10,,Cookies มะม่วงพานต์ (กป.ใหญ่),40,EA,THB,300,12000,RB11,RB3,RB00,1,BG00024169, COOKIES BY JEAB
12/3/2018,4500141864,20,,Cookies มะม่วงพานต์+ ข้าวโอ๊ต (กป.ใหญ่),60,EA,THB,300,18000,RB11,RB3,RB00,1,BG00024169, COOKIES BY JEAB
12/3/2018,4500141864,30,,Cookies ข้าวโอ๊ตลูกเกด (กป.ใหญ่),32,EA,THB,300,9600,RB11,RB3,RB00,1,BG00024169, COOKIES BY JEAB
12/13/2018,4500142616,10,,Rotary Vane Pump E2M1B 115/220V 50Hz,1,PC,THB,128000,128000,RB11,RB3,RB00,1,BG00024221, Professional Vacuum Part
12/13/2018,4500142616,20,,EMF 20 Oil Mist Filter,1,PC,THB,9500,9500,RB11,RB3,RB00,1,BG00024221, Professional Vacuum Part
12/12/2018,4500143860,10,,"Notebook""Sony""Vaio S/N4219185",1,SET,THB,51257.5,51257.5,RB11,RB3,RB00,1,HRBOJ016  , MR.KAZUTO  USAKA
