Document Date,purchasing document,item,material,short text,order quantity,order unit,currency,net price,net order value,plant,purchasing group,purchasing organization,price unit,supplier_code,supplier_name
2/6/2019,4500146405,10,30037-AAC,Acrylic Acid (AAC),630.000,KG,THB,50.00,"31,500.00",RB11,RB1,RB00,1,BG00012080," VIV INTERCHEM CO., LTD."
2/6/2019,4500146405,20,30044-EA,Ethyl Acrylate (EA),"11,100.000",KG,THB,58.00,"643,800.00",RB11,RB1,RB00,1,BG00012080," VIV INTERCHEM CO., LTD."
2/1/2019,4500146256,10,30194-DOP,Di-2-Ethyl Hexyl Phthalate (DOP),"1,000.000",KG,THB,45.50,"45,500.00",RB11,RB1,RB00,1,BG00012095, SOUTH CITY PETROCHEM CO.
2/1/2019,4500146263,10,UGGTP9530-CN000180,TAKELAC PP-9530,"17,496.000",KG,USD,2.92,"51,088.32",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,20,UGGI93000-CN000180,TAKENATE I-9300,"17,496.000",KG,USD,3.12,"54,587.52",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,30,UGGTP9770-CN000180,TAKELAC PP-9770,"1,008.000",KG,USD,2.95,"2,973.60",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,40,UGGI50000-CN000060,TAKENATE I-5000,0.000,KG,USD,3.27,3.27,RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,50,UGGTP9770-CN000180,TAKELAC PP-9770,0.000,KG,USD,2.95,2.95,RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,60,UGGI12000-CN000030,TAKENATE I-1200,0.000,KG,USD,3.95,3.95,RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,70,UGGTP3100-CN000160,TAKELAC PP-3100,0.000,KG,USD,4.19,4.19,RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/1/2019,4500146263,80,UGGI30000-CN000026,TAKENATE I-3000,0.000,KG,USD,4.07,4.07,RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,10,UGGTP9530-CN000180,TAKELAC PP-9530,504.000,KG,USD,2.92,"1,471.68",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,20,UGGI93000-CN000180,TAKENATE I-9300,504.000,KG,USD,3.12,"1,572.48",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,30,UGGT9690V-DR000018,TAKELAC PP-9690V,"18,000.000",KG,USD,3.02,"54,360.00",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,40,UGGI50000-CN000060,TAKENATE I-5000,"6,000.000",KG,USD,3.27,"19,620.00",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,50,UGGTP9770-CN000180,TAKELAC PP-9770,"2,592.000",KG,USD,2.95,"7,646.40",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,60,UGGI12000-CN000030,TAKENATE I-1200,600.000,KG,USD,3.95,"2,370.00",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,70,UGGTP3100-CN000160,TAKELAC PP-3100,"2,400.000",KG,USD,4.19,"10,056.00",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,80,UGGI30000-CN000026,TAKENATE I-3000,390.000,KG,USD,4.07,"1,587.30",RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/12/2019,4500146771,90,UGGI50500-CN000020,TAKENATE I-5050,4.000,KG,USD,16.00,64.00,RB11,RB1,RB00,1,BG00012260, COSMO SCIENTEX (M) SDN.
2/4/2019,4500146348,10,UGGWPB341-DR000180,TAKELAC WPB-341,720.000,KG,USD,8.30,"5,976.00",RB11,RB1,RB00,1,BG00012280," MITSUI CHEMICALS, INC."
2/6/2019,4500146421,10,30025-ST,STYRENE MONOMER (ST),"13,000.000",KG,THB,34.25,"445,250.00",RB11,RB1,RB00,1,BG00012342, ASIA PACIFIC PETROCHEMIC
2/6/2019,4500146421,20,30025-ST,STYRENE MONOMER (ST),"13,000.000",KG,THB,34.25,"445,250.00",RB11,RB1,RB00,1,BG00012342, ASIA PACIFIC PETROCHEMIC
2/6/2019,4500146421,30,30025-ST,STYRENE MONOMER (ST),"13,000.000",KG,THB,34.25,"445,250.00",RB11,RB1,RB00,1,BG00012342, ASIA PACIFIC PETROCHEMIC
2/6/2019,4500146421,40,30001-XY,Xylene,"10,200.000",KG,THB,30.00,"306,000.00",RB11,RB1,RB00,1,BG00012342, ASIA PACIFIC PETROCHEMIC
2/6/2019,4500146421,50,30001-XY,Xylene,"10,200.000",KG,THB,30.00,"306,000.00",RB11,RB1,RB00,1,BG00012342, ASIA PACIFIC PETROCHEMIC
2/8/2019,4500146566,10,30062-DAAM,DAAM (Diacetone Acrylamide),40.000,KG,THB,490.00,"19,600.00",RB11,RB1,RB00,1,BG00012423, DKSH (THAILAND) LIMITED
2/8/2019,4500146566,20,30185-DF-35,PARMETOL DF-35,50.000,KG,THB,100.00,"5,000.00",RB11,RB1,RB00,1,BG00012423, DKSH (THAILAND) LIMITED
2/1/2019,4500146257,10,30105-TROYSAL LAC,Anionic Surfactant (Troysol LAC),408.000,KG,THB,300.00,"122,400.00",RB11,RB1,RB00,1,BG00012523," KOVENTURE CO., LTD."
2/7/2019,4500146503,10,,Technical Buffer PH4.01 250 ml.,12,EA,THB,540.00,"6,480.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/7/2019,4500146503,20,,Technical Buffer PH7.00 250 ml.,12,EA,THB,540.00,"6,480.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/7/2019,4500146503,30,,Technical Buffer PH9.21 250 ml.,12,EA,THB,540.00,"6,480.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/7/2019,4500146503,40,,KCL 3M ELECTLORYTE,12,EA,THB,540.00,"6,480.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/11/2019,4500146622,10,,Adapter AC/DC JB #BL-SR-62,1,EA,THB,"2,300.00","2,300.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/11/2019,4500146622,20,,"Mains Cable US,3P",1,EA,THB,880.00,880.00,RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/11/2019,4500146622,30,,Bench Power Supply XP/XS,1,EA,THB,"7,900.00","7,900.00",RB11,RB1,RB00,1,BG00012567, METTLER-TOLEDO (THAILAND
2/1/2019,4500146414,10,30058-A-187,Siquest Silane A-187,215.000,KG,THB,340.00,"73,100.00",RB11,RB1,RB00,1,BG00012606," OPTIMAL TECH CO., LTD."
2/1/2019,4500146414,20,30048-A174NT,Silquest Silane A-174NT,422.000,KG,THB,280.00,"118,160.00",RB11,RB1,RB00,1,BG00012606," OPTIMAL TECH CO., LTD."
2/1/2019,4500146414,30,30213-LCN-407,EMULZOGEN LCN-407 (NON APE),"1,000.000",KG,THB,89.00,"89,000.00",RB11,RB1,RB00,1,BG00012606," OPTIMAL TECH CO., LTD."
2/1/2019,4500146414,40,30252 - SAG 301,Silicone Antifoam Emulsion,80.000,KG,THB,250.00,"20,000.00",RB11,RB1,RB00,1,BG00012606," OPTIMAL TECH CO., LTD."
2/6/2019,4500146427,10,4001N-100L/OT/GN,Steel Drum 100L Open Top (N):Green,300,PC,THB,285.00,"85,500.00",RB11,RB1,RB00,1,BG00012620," P.S.C. STEELDRUMS CO., L"
2/1/2019,4500146909,10,,Repair roof tile between PD-IRW and DCS,1,JOB,THB,"51,000.00","51,000.00",RB11,RB1,RB00,1,BG00012643, PHUMIWISE MECHANICALS AN
2/1/2019,4500145003,10,,Sticker ขาวด้าน เป็นงานรูเตยไม่พิมพ์,"10,000",EA,THB,1.70,"17,000.00",RB11,RB1,RB00,1,BG00012690, S.RUNGCHAI PUBLISHING  C
2/6/2019,4500146399,10,,เศษผ้า,1,EA,THB,500.00,500.00,RB11,RB1,RB00,1,BG00012777, THANAPHON MACHINERY
2/6/2019,4500146399,20,,หนังยางวงใหญ่ หนา,20.000,KG,THB,280.00,"5,600.00",RB11,RB1,RB00,1,BG00012777, THANAPHON MACHINERY
2/6/2019,4500146399,30,,หินลับมีด,12,EA,THB,50.00,600.00,RB11,RB1,RB00,1,BG00012777, THANAPHON MACHINERY
2/6/2019,4500146399,40,,ฟองน้ำก้อนใหญ่,12,EA,THB,25.00,300.00,RB11,RB1,RB00,1,BG00012777, THANAPHON MACHINERY
2/6/2019,4500146399,50,,ถุงหูหิ้วไฮเดนหนาใส 12*20,30.000,KG,THB,95.00,"2,850.00",RB11,RB1,RB00,1,BG00012777, THANAPHON MACHINERY
2/6/2019,4500146399,60,,ถุงขยะ 40*60,30.000,KG,THB,45.00,"1,350.00",RB11,RB1,RB00,1,BG00012777, THANAPHON MACHINERY
2/6/2019,4500146408,10,30117-FL 40%,FORMALIN 40% (FL 40%),"2,000.000",KG,THB,15.60,"31,200.00",RB11,RB1,RB00,1,BG00012794, TOA DOVECHEM INDUSTRIES
2/6/2019,4500146408,20,30003-MEOH,Methyl Alcohol (MeOH),"13,000.000",KG,THB,11.50,"149,500.00",RB11,RB1,RB00,1,BG00012794, TOA DOVECHEM INDUSTRIES
2/8/2019,4500146555,10,30016-HX,HEXANE (HX),"1,233.000",KG,THB,38.00,"46,854.00",RB11,RB1,RB00,1,BG00012819, UNION PETROCHEMICAL PUBL
2/8/2019,4500146555,20,30006-SOL 150,"Solvesso 150, Shellsol A150",920.000,KG,THB,34.00,"31,280.00",RB11,RB1,RB00,1,BG00012819, UNION PETROCHEMICAL PUBL
2/7/2019,4500146898,10,,อะไหล่สำหรับงานซ่อม Glue Mixer 10 item,1,JOB,THB,"20,682.00","20,682.00",RB11,RB1,RB00,1,BG00015750," MEMBER TECH CO.,LTD."
2/6/2019,4500146908,10,,"""KITZ"" Water Check Valve Model:10FWZ(MA)",1,JOB,THB,"11,000.00","11,000.00",RB11,RB1,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
2/6/2019,4500146908,20,,"""KITZ"" Water Check Valve Model:10FWZ(PD)",1,JOB,THB,"5,500.00","5,500.00",RB11,RB1,RB00,1,BG00018771," PAKO ENGINEERING CO.,LTD"
2/7/2019,4500146499,10,,ค่าซ่อม Oven/OV-SR-09,1,EA,THB,"16,000.00","16,000.00",RB11,RB1,RB00,1,BG00022753, ELECTRIC SERVICE DEVICE
2/7/2019,4500146499,20,,Service charge,1,EA,THB,"5,000.00","5,000.00",RB11,RB1,RB00,1,BG00022753, ELECTRIC SERVICE DEVICE
2/3/2019,4500146738,10,,กาพ่นสีไฟฟ้า,1,SET,THB,"1,450.00","1,450.00",RB11,RB1,RB00,1,BG00024568, MR. SUWAT SARARAT
