Enter Date,Document No,Item,Short Text,Order Unit,Order Quantity,Order Price,Order Amount,Supplier_Code,Supplier_Name,Enter By
02/01/2018,D02014,,ตรายางวันที่ (ใช้ใบกำกับภาษีซื้อ),,4,200,800,,สีลมการพิมพ์,OP-006
02/01/2018,D02014,,ตรายางลายเซ็น,,2,400,800,,สีลมการพิมพ์,OP-006
02/02/2018,D02018,,Aluminium Foil 75 SQ.FT.(22.8 m.x30.4 cm.),,3,2860,8580,,เดโชโกรเซอรี่,OP-006
02/02/2018,D02019,,PROPAN 2-OL AR. Grade 20L. (IPA),,2,3500,7000,,RCI Labscan,OP-006
02/05/2018,D02020,,Acetone AR. Grade 2.5L.,,4,450,1800,,RCI Labscan,OP-006
02/05/2018,D02021,,Crystal Violet 88% (LOBA) 100 g.,,1,990,990,,Apex,OP-006
02/05/2018,D02021,,Perchloric Acid in Acetic 0.1 M.,,1,2100,2100,,Apex,OP-006
02/05/2018,D02022,,Buffer Solution pH7 (Kg.),,1,650,650,,Lab Valley,OP-006
02/05/2018,D02023,,Silicone Stopper no.15,,2,180,360,,Lab Valley,OP-006
02/05/2018,D02023,,ลูกยางปิเปต 3 ทาง (thee way rubber bulb),,1,360,360,,Lab Valley,OP-006
02/05/2018,D02023,,ขวดฉีดน้ำกลั่นสีแดง,,6,120,720,,Lab Valley,OP-006
02/05/2018,D02023,,Toluene AR Grade 2.5L  Fisher,,1,700,700,,Lab Valley,OP-006
02/05/2018,D02023,,Xylene AR 2.5L Fisher,,4,700,2800,,Lab Valley,OP-006
02/05/2018,D02023,,"2,2,4 Trimethylpentane AR 25 L. Fisher",,1,1950,1950,,Lab Valley,OP-006
02/05/2018,D02024,,เทอร์โมมิเตอร์ 200 C,,12,110,1320,,Lab Valley,OP-006
02/06/2018,D02025,,Methanol (MeOH) 2.5L.#1.06007.2500 Merck,,8,1100,8800,,Chemical express,OP-006
02/07/2018,D02036,,Eternacoll UH-200 (Kg.),,18,220,3960,,Optimal Tech,OP-006
02/07/2018,D02037,,PTMEG-2000,,20,150,3000,,Catalite,OP-006
02/08/2018,D02039,,Calibration เครื่อง Electronic Balance,,7,800,5600,,Intro Enterprise,OP-006
02/12/2018,D02046,,Sticker สีล้มกรอบสีดำ ขนาด 29x12 cm. PVC.,,200,21,4200,,ส.รุ่งชัยการพิมพ์,OP-006
02/12/2018,D02047,,Sticker กระดาษ A4 สีขาว,,3000,1.2,3600,,Siam Sticker,OP-006
02/13/2018,D02050,,Calibration Floor Scale 300 kg.,,1,1000,1000,,Charnwattana,OP-006
02/13/2018,D02052,,Gallon plastic 20 Lt.,,54,103,5562,,แสงรุ่งกรุ๊ป,OP-006
02/14/2018,D02061,,Calibration เครื่องวัด Vibration Fluke vibration tester #805,,1,6000,6000,,Systronics,OP-006
02/14/2018,D02063,,Calibration Oven ยี่ห้อ Binder,,3,2500,7500,,SPC,OP-006
02/19/2018,D02065,,แว่นตานิรภัยเลนส์ใส 218C,,6,150,900,,Bangkok Safety,OP-006
02/19/2018,D02068,,WAX Rikeisai O-500 (13 kg./pail),,78,125,9750,,Nagase,OP-006
02/20/2018,D02069,,ขวดแก้วใส 16 OZ. (24 ใบ/กล่อง),,360,9,3240,,Yindee,OP-006
02/23/2018,D02078,,"Rubber Gasket (ปะเก็นยาง) 2""",,50,30,1500,,P.P.B,OP-006
02/23/2018,D02081,,บูชเกลียววาล์วทองเหลือง,,1,2500,2500,,TSP,OP-006
02/20/2018,D02087,,Adapter for Scale ,,2,3000,6000,,Charnwattana,OP-006
02/20/2018,D02087,,Ribbon for Printer,,3,500,1500,,Charnwattana,OP-006
03/05/2018,D03003,,ไซฟ่อนขนาดเล็ก (Syphon),,12,95,1140,,P & N,OP-006
03/05/2018,D03004,,หลอดดูดสาร Sampling,,50,100,5000,,SP Glass,OP-006
03/05/2018,D03007,,"แคล้ม ABA ขนาด 26x38 mm. (1"")",,24,37,888,,Rattanakosin,OP-006
03/05/2018,D03007,,"แคล้ม ABA ขนาด 26x38 mm. (2"")",,24,55,1320,,Rattanakosin,OP-006
03/05/2018,D03007,,สายลม PU PT8x5 mm. (1 Roll =100 M.),,1,1576,1576,,Rattanakosin,OP-006
03/05/2018,D03008,,"Sticker ติดขวดตัวอย่าง (รูปเปลวไฟ) 10.5x6 cm. 3c, ไดคัท",,2000,2.5,5000,,ส.รุ่งชัยการพิมพ์,OP-006
03/05/2018,D03009,,"Rubber  Septum inj,port 20 /PKT ",,5,380,1900,,Barascientific,OP-006
03/07/2018,D03009,,Microliter Syringe 10 ไมโครลิตร,,3,1805,5415,,Barascientific,OP-006
03/07/2018,D03010,,Sticker ขาวด้าน ดัด A4,,2000,1.2,2400,,Siam Sticker,OP-006
03/07/2018,D03011,,ถุงมือยางไนไตร 92-600 ไม่มีแป้ง,,20,380,7600,,J & S,OP-006
03/07/2018,D03012,,Ethanol Reagent Grade 2.5 L,,2,1080,2160,,Chemical express,OP-006
03/08/2018,D03015,,โรเนียวเอกสาร ขนาด A4,,2000,0.38,760,,HP & Prim,OP-006
03/12/2018,D03019,,Themometer (ปรอท) 0-50 C (10 อัน/กล่อง),,1,160,160,,Lab Valley,OP-006
03/12/2018,D03020,,Syringe Plastic 3 ml.,,2,280,560,,Lab Valley,OP-006
03/12/2018,D03020,,syringe Plastic 5 ml.,,2,300,600,,Lab Valley,OP-006
03/12/2018,D03021,,Hydrometer NO.6(1.000 - 1.060),,1,900,900,,Lab Valley,OP-006
03/12/2018,D03021,,Hydrometer NO.7,,2,900,1800,,Lab Valley,OP-006
03/12/2018,D03021,,Hydrometer No.8,,1,900,900,,Lab Valley,OP-006
03/08/2018,D03026,,น้ำยาดับเพลิงชนิดผงเคมีแห้ง ABC 10 ปอนด์,,1,300,300,,Anti fire,OP-006
03/08/2018,D03026,,น้ำยาดับเพลิงชนิดผงเคมีแห้ง ABC 15 ปอนด์,,1,450,450,,Anti fire,OP-006
03/08/2018,D03028,,"Hydrazine Hydrate 99-100% LR,500 ml.(Loba)",,4,1300,5200,,Apex Chemicals,OP-006
03/08/2018,D03029,,Gas Nitrogen (UHP Grade),,1,801,801,,Linde,OP-006
03/19/2018,D03032,,KBM 602 (Kg.),,16,515,8240,,KISCO,OP-006
03/20/2018,D03034,,Acetonitrile 25 L. (ถัง),,3,2500,7500,,RCI Labscan,OP-006
03/20/2018,D03036,,"ไส้ถังพลาสติกขนาด 1,000 ลิตร",,1,2000,2000,,Theprasit,OP-006
03/28/2018,D04001,,"Flask หน้าแปลนขนาด 2,000 ml.(DI12)",,1,2800,2800,,S.P. Glass,OP-006
03/28/2018,D04002,,Adapter 3 way joint 15/25,,15,500,7500,,S.P. Glass,OP-006
03/28/2018,D04003,,"Ethanol Absolute 99.5% (Duksan) GR, 2.5L",,4,850,3400,,Apex Chemicals,OP-006
03/29/2018,D04004,,Plastic LDPE Tube พลาสติทรงท่อW20 mxL60 mx0.08mm.,,2500,2.5,6250,,L.Y Commercial,OP-006
03/29/2018,D04005,,LLDPE FILM size 430x15x500 (kg.),,13.3,66,877.8,,W&H Film,OP-006
03/29/2018,D04005,,OPP FILM size 990x20x500 (kg.),,12.6,55,693,,W&H Film,OP-006
03/29/2018,D04005,,MCPP FILM size 790x25x1500 (kg.),,14.5,66,957,,W&H Film,OP-006
03/29/2018,D04005,,PET FILM size 1095x12x2000 (kg.),,29.5,55,1622.5,,W&H Film,OP-006
03/29/2018,D04005,,MPET FILM size 910x12x500 (kg.),,21,66,1386,,W&H Film,OP-006
03/29/2018,D04005,,NYLON FILM size 710x15x1400 (kg.),,17.2,126,2167.2,,W&H Film,OP-006
03/29/2018,D04007,,Ethyl methacrylate Lot. 1020791 (1 kg./can),,15,350,5250,,VIV Interchem,OP-006
03/30/2018,D04007,,ขวดมายองเนส 16 OZ (24 ใบ/กล่อง),,240,9,2160,,Yindee,OP-006
03/30/2018,D04007,,ขวดมายองเนส 8 ออนซ์ (60ใบ/ลัง),,600,6,3600,,Yindee,OP-006
03/30/2018,D04010,,"Aluminium Foil 200 SQ.FT.x12""",,2,3395,6790,,เดโชโกรเซอรี่,OP-006
03/30/2018,D04011,,AL Panel Size 0.8x75x150 mm.,,1000,6.9,6900,,Tanakorn,OP-006
04/02/2018,D04013,,Silicone bulb ขนาด 5 ml.,,12,160,1920,,Lab Valley,OP-006
04/02/2018,D04013,,Pipette measuring ขนาด 10 ml. ยี่ห้อHBG Germany,,15,40,600,,Lab Valley,OP-006
04/02/2018,D04013,,pipette measuring ขนาด 20 ml. ยี่ห้อHBG Germany,,10,80,800,,Lab Valley,OP-006
04/02/2018,D04014,,"Beaker plastic มีหูจับ 5 ลิตร ยี่ห้อ Kartell, Italy",,2,600,1200,,Lab Valley,OP-006
04/02/2018,D04014,,"Beaker plastic มีหูจับ 2 ลิตร ยี่ห้อ Kartell, Italy",,2,320,640,,Lab Valley,OP-006
04/02/2018,D04015,,Toluene AR Grade 2.5L,,8,650,5200,,Lab Valley,OP-006
04/02/2018,D04016,,Potassium Chloride (KCI) Ajax,,2,480,960,,Lab Valley,OP-006
04/02/2018,D04016,,Sodium Sulphite (Na2SO2) Ajax 1 kg.,,2,580,1160,,Lab Valley,OP-006
04/02/2018,D04017,,Beaker Pyrex 200 ml.,,24,200,4800,,Lab Valley,OP-006
04/02/2018,D04017,,Dropper แก้ว,,24,10,240,,Lab Valley,OP-006
04/02/2018,D04018,,Xylene AR 2.5L Fisher,,2,720,1440,,Lab Valley,OP-006
04/02/2018,D04018,,Hydrocholic acid 0.5 N.(1 L/ขวด) Ajax ,,1,420,420,,Lab Valley,OP-006
04/02/2018,D04018,,ถุงมือยางแพทย์ไร้แป้ง Size M (กล่อง),,20,190,3800,,Lab Valley,OP-006
04/02/2018,D04019,,Methanol (MeOH) 2.5L.#1.06007.2500 Merck,,4,1100,4400,,Chemical express,OP-006
04/02/2018,D04020,,DMF (190kg./drum),,190,47,8930,,Tariko,OP-006
04/02/2018,D04021,,สอบเทียบ Temp. Sensor +จอ จำนวน 3 จุดสอบเทียบ,,1,1100,1100,,Technology Instrument,OP-006
04/02/2018,D04022,,Sticker ใสตัด A4 (1 แผ่นใหญ่),,100,20,2000,,Siam Sticker,OP-006
04/02/2018,D04022,,กระดาษ Sticker ตัด A4 (สีขาวด้าน),,1000,1.2,1200,,Siam Sticker,OP-006
04/02/2018,D04022,,กระดาษ Sticker ตัด A4 (สีแดงด้าน),,1000,3,3000,,Siam Sticker,OP-006
04/03/2018,D04023,,แผ่นอะคริลิคสีใส 245 cm.x123 cm. หนา 3 มิล,,1,1540,1540,,เศรษฐีสถาพร,OP-006
04/09/2018,D04027,,"แบบฟอร์มใบกำกับภาษี 9""x11""7P 1C (ชุด)",,1750,6.5,11375,,Best Form,OP-006
04/09/2018,D04032,,"Buffer Solution PH 4, 250 ml. L4004",,1,1200,1200,,Scientific Promotion,OP-006
04/09/2018,D04032,,"Buffer Solution PH 7, 250 ml. L7004",,1,1200,1200,,Scientific Promotion,OP-006
04/09/2018,D04032,,"Buffer Solution PH 10, 250 ml. L1004",,1,1200,1200,,Scientific Promotion,OP-006
04/10/2018,D04035,,ตรายางชื่อ ที่อยู่บริษัท (การเงิน),,2,300,600,,Silom Printing,OP-006
04/24/2018,D04037,,เย็บถุงผ้ากรอง,,560,15,8400,,K.ประภัทสร,OP-006
05/01/2018,D05001,,Sticker PVC ลูกศรขนาดใหญ่ สีแดงและเขียว,,60,70,4200,,ส.รุ่งชัยการพิมพ์,OP-006
05/01/2018,D05001,,Sticker PVC ลูกศรขนาดเล็ก สีแดงและเขียว,,60,70,4200,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05003,,Nitrogen (UHP),,4,801,3204,,Linde,OP-006
05/02/2018,D05003,,Hydrogen (UHP),,2,3000,6000,,Linde,OP-006
05/02/2018,D05004,,Sticker Flamable Liquid,,500,6,3000,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05005,,กระดาษหัวจดหมายบริษัท แบบ A4 ไม่เข้าเล่ม,,5000,1.5,7500,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05006,,ซองจดหมายสีขาว ขนาด23.4x10.8 cm.,,1500,1.15,1725,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05006,,ซองจดหมายสีน้ำตาล ขนาด 32.4x22.9 cm.,,1000,3,3000,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05006,,ซองสีน้ำตาล ขนาด 35.6x25.5 cm.,,500,3,1500,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05006,,กระดาษหัวจดหมายบริษัท แบบ A4 เข้าเล่ม ,,2000,1.5,3000,,ส.รุ่งชัยการพิมพ์,OP-006
05/02/2018,D05007,,น้ำกลั่นบรรจุ 20 Lt.(เปลี่ยนถัง),,4,100,400,,Lab Valley,OP-006
05/02/2018,D05007,,Molecular Sleve Type 3A 2500g.,,1,8100,8100,,Lab Valley,OP-006
05/02/2018,D05007,,Syringe 3 ml (box),,1,280,280,,Lab Valley,OP-006
05/02/2018,D05007,,Hydrochloric acid 0.5 N 1 L./Bottle (Qrec),,12,550,6600,,Lab Valley,OP-006
05/02/2018,D05008,,กระดาษกรอง No.2  Dia.110 mm.(100pc/box)Whatman,,6,430,2580,,Lab Valley,OP-006
05/02/2018,D05008,,Dropper พลาสติก ขนาด 3 ml. (500 อัน/กล่อง),,5,650,3250,,Lab Valley,OP-006
05/02/2018,D05009,,Tetrahydrofuran (THF) AR. 2.5 lt. ยี่ห้อ Fisher,,2,1500,3000,,Lab Valley,OP-006
05/02/2018,D05010,,Xylene AR 2.5L Fisher,,2,700,1400,,Lab Valley,OP-006
05/02/2018,D05010,,ถุงมือแพทย์ไร้แป้ง Size M,,10,190,1900,,Lab Valley,OP-006
05/02/2018,D05011,,ถุงมือแพทย์ไร้แป้ง Size L,,20,190,3800,,Lab Valley,OP-006
05/02/2018,D05012,,Tube Z6 Cat. No. 0552,,1,5200,5200,,Colossal,OP-006
05/03/2018,D05013,,หลอดทดลอง Test tube 20x150 mm.,,6,65,390,,Lab Valley,OP-006
05/03/2018,D05014,,ขวดพลาสติก 100 cc. พร้อมฝา (ใบ),,2000,3.6,7200,,ฮุ่งฮวดพลาสติก,OP-006
05/04/2018,D05015,,3 ทางพลาสติก ,,15,20,300,,SP Glass,OP-006
05/04/2018,D05016,,ค่าซ่อม Thermomiter,,1,1300,1300,,Technology Instrument,OP-006
05/04/2018,D05017,,สอบเทียบ Thermomiter  Temp-Sensor + จอ,,1,1100,1100,,Technology Instrument,OP-006
05/04/2018,D05018,,"ตรายาง ""จ่ายแล้ว""",,1,130,130,,สีลมการพิมพ์,OP-006
05/04/2018,D05019,,Calibration for Hot Air Oven,,1,7850,7850,,Calibration,OP-006
05/04/2018,D05020,,Polyester 0.075 mm.x1000mm.x500m.,,52.5,185,9712.5,,3A Center,OP-006
05/04/2018,D05021,,Actone  AR grade 2.5L,,4,450,1800,,RCI Labscan,OP-006
05/08/2018,D05024,,ฝาแคปสังกะสีไม่สกรีนโลโก้ ใหญ่+เล็ก (ชุด),,5000,1.75,8750,,Suwichai & Son,OP-006
05/09/2018,D05025,,ผ้ากรอง 80 mesh,,53,120,6360,,V.S Burly,OP-006
05/09/2018,D05026,,ขวดแก้วขนาด 8 ออนซ์ (ไม่เอาฝา),,120,5,600,,นำโชค,OP-006
05/10/2018,D05027,,"แบบฟอร์มใบกำกับภาษี 9""x11""6P 1C (ชุด) 250 ชุด/box",,1250,2.8,3500,,Best Form,OP-006
05/10/2018,D05027,,แบบฟอร์ม CN/DN ลดหนี้+เพิ่มหนี้ 250 ชุด/box,,750,4.7,3525,,Best Form,OP-006
05/10/2018,D05028,,"Thermometer 0-50 C Alcohol ""Taiwan""",,10,95,950,,Lab Valley,OP-006
05/10/2018,D05028,,"Thermometer 0-100 C Alcohol ""Taiwan""",,10,95,950,,Lab Valley,OP-006
05/10/2018,D05028,,"Strring rod 8""  แท่งแก้วคนสาร",,12,18,216,,Lab Valley,OP-006
05/10/2018,D05028,,Test tube brush dia  13 mm.,,12,26,312,,Lab Valley,OP-006
05/10/2018,D05028,,Test tube brush dia  25 mm.,,12,28,336,,Lab Valley,OP-006
05/14/2018,D05030,,ชุดกันสารเคมี เบอร์ XL TUFF#C0-63-XL,,3,160,480,,Bangkok Safety,OP-006
05/14/2018,D05030,,ชุดกันสารเคมี เบอร์ M TUFF#C0-63-XL,,3,160,480,,Bangkok Safety,OP-006
05/14/2018,D05031,,ถุงมือผ้าเคลือบยาง NR NANO X-TRA 300,,30,40,1200,,Bangkok Safety,OP-006
05/14/2018,D05031,,แว่นครอบตาเลนส์ใส SCHAKE SE6-AF-Clear,,10,144,1440,,Bangkok Safety,OP-006
05/04/2018,D05032,,Stikcer เรืองแสงติดแผ่นพลาสติกขนาด80x60 cm.+ติดตั้ง,,2,1600,3200,,แมคโฆษณา,OP-006
05/04/2018,D05034,,"Pressure gauge ""TEAM""",,4,600,2400,,Miona,OP-006
05/04/2018,D05034,,"Pressure gauge ""WEKSLER""",,1,1750,1750,,Miona,OP-006
05/04/2018,D05044,,Cork Stpper (packing 150 pcs/pack),,2,2500,5000,,H.J. Unkel,OP-006
05/18/2018,D05046,,"Drum Lifter""Hecker"" Model: DL3608",,1,3700,3700,,Technotic,OP-006
05/18/2018,D05048,,ใบมีดสายพาน 16.0x0.5 มม. ยาว 4630 มม.,,3,965,2895,,Siam Timber,OP-006
05/18/2018,D05048,,ใบมีดสายพาน 16.0x0.5 มม. ยาว 4840 มม.,,3,1692,5076,,Siam Timber,OP-006
05/25/2018,D05054,,สายรัดถังสีดำ,,5,650,3250,,Atmet,OP-006
05/24/2018,D05055,,ขนย้ายตู้เซฟ รุ่น Godrej ขนาด65x70x80,,1,8000,8000,,Chubb,OP-006
05/25/2018,D05071,,ตรายางบริษัท Logo ใหม่,,2,370,740,,Silom Printing,OP-006
05/25/2018,D05073,,Electrode GST-5711C TOA,,1,9500,9500,,วีรธนวัฒน์,OP-006
06/05/2018,D05075,,ค่าซ่อม Thermomiter,,2,1300,2600,,TIG,OP-006
06/05/2018,D05074,,ค่าสอบเทียบ Temp-Sensors+ จอ,,2,1100,2200,,TIG,OP-006
06/05/2018,D06002,,ขวดพลาสติก 500 cc. พร้อมฝา (ใบ),,500,6.9,3450,,ฮุ่งฮวดพลาสติก,OP-006
06/05/2018,D06003,,เปลี่ยนเกจดับเพลิงเคมีผง ABC ขนาด 15 ปอนด์,,4,150,600,,Anti fire,OP-006
06/05/2018,D06004,,Tetraethyl ammonium bromine 250 ml,,2,3500,7000,,Metrohm,OP-006
06/06/2018,D06005,,Doxfoam F11 (kg.),,25,180,4500,,Bizbees,OP-006
06/06/2018,D06006,,Eterol ROP 1001 (20kg./pail) Polyester Polyol,,20,85,1700,,Optimal Tech,OP-006
06/07/2018,D06007,,Electrolyte Teabr 0.4m 250 ml. #6.2320.000,,2,3150,6300,,Metrohm Siam,OP-006
06/07/2018,D06008,,Toluene AR Grade (Qrec),,5,650,3250,,Lab Valley,OP-006
06/07/2018,D06009,,Ammonium acetate 500 g.,,3,420,1260,,Lab Valley,OP-006
06/07/2018,D06010,,Buffer Solution pH4 (Kg.),,1,650,650,,Lab Valley,OP-006
06/07/2018,D06010,,Buffer Solution pH7 (Kg.),,1,650,650,,Lab Valley,OP-006
06/07/2018,D06011,,Brush of flask dia. 7 cm. Size กลาง,,12,40,480,,Lab Valley,OP-006
06/07/2018,D06011,,Brush of flask dia. 7 cm. Size ใหญ่,,12,45,540,,Lab Valley,OP-006
06/08/2018,D06014,,ฝาครอบถัง NV,,200,1.5,300,,Suvichai and Child Loha,OP-006
06/11/2018,D06015,,บีกเกอร์ Pyrex ขนาด200 ml. กว้าง5.5 cm.x สูง10 cm.,,15,200,3000,,Lab Valley,OP-006
06/11/2018,D06016,,แท่งแก้วคนสาร ยาว 12 นิ้ว,,6,26,156,,Lab Valley,OP-006
06/11/2018,D06016,,บีกเกอร์ Pyrex ขนาด100 ml. USA,,12,95,1140,,Lab Valley,OP-006
06/11/2018,D06016,,ขวดรูปชมพู่ ขนาด 250 ml. Pyrex USA(ปากกว้าง),,6,180,1080,,Lab Valley,OP-006
06/11/2018,D06017,,"Cis-2-Butene-1,4-diol (500g/ขวด) Cas no.6117802 Aldrich",,1,3200,3200,,Lab Valley,OP-006
06/11/2018,D06020,,ตรายางธรรมดา Logo TMSC,,2,400,800,,Silom Printing,OP-006
06/11/2018,D06024,,"Tubing PTFE 3/32""x5/32, 25",,1,3870,3870,,Chemoscience,OP-006
06/11/2018,D06027,,"สอบเทียบ Hot Air Oven, Water Bath",,1,5800,5800,,SPC Calibration,OP-006
06/11/2018,D06028,,Preventive MA เครื่อง UV-Vis Spectrophotometer Shimadzu,,1,4000,4000,,Barascientific,OP-006
06/11/2018,D06028,,Calibration  เครื่อง UV-Vis Spectrophotometer Shimadzu,,1,4000,4000,,Barascientific,OP-006
06/11/2018,D06030,,"Syringe 10 ul. FN,bevel tip ( Agilant)",,4,1060,4240,,World Siam Group,OP-006
06/13/2018,D06032,,แมคโครปิเปตคอนโทรลเลอร์,,2,2400,4800,,Lab Valley,OP-006
06/13/2018,D06032,,Test Paper  advantec BCG pH4.0-5.6,,2,700,1400,,Lab Valley,OP-006
06/14/2018,D06036,,"แคล้มป์ ABA 26x38 mm. (1"") เหล็ก",,30,37,1110,,Rattanakosin,OP-006
06/14/2018,D06036,,"แคล้มป์ ABA 38x50 mm. (1.1/2"") เหล็ก",,30,43,1290,,Rattanakosin,OP-006
06/08/2018,D06037,,Glass Stopper,,1,4390,4390,,Sittiporn,OP-006
06/15/2018,D06040,,PERHEXYL D(PHD) Kg.,,6,700,4200,,Megachem,OP-006
06/21/2018,D06041,,Calibration and Certificate Report Scale,,1,3500,3500,,Charnwattana,OP-006
06/25/2018,D06044,,หลอดเป่าแบบใช้แล้วทิ้ง (1 กล่อง/100 ชิ้น),,2,1500,3000,,Sahavit,OP-006
06/29/2018,D06057,,"Pressure gauge ""WEKSLER""",,2,2400,4800,,Miona,OP-006
07/01/2018,D07001,,Stretch Film กว้าง50 cm.x300M.x 15 Mic,,3,950,2850,,Nandee,OP-006
07/01/2018,D07002,,ใบเลื่อยสายพาน Flexback 4.840m 13x0.65x10 regular tooth,,5,765,3825,,SUN RISE,OP-006
07/02/2018,D07003,,ซ่อมเครื่อง Viscometer VC-SQ-03 (E3614)เปลี่ยน Pivot support,,1,3200,3200,,SPC Calibration,OP-006
07/02/2018,D07004,,Calibrate Water bath ยี่ห้อ Thermo fisher#SC100S30,,1,3500,3500,,SPC Calibration,OP-006
07/02/2018,D07005,,Calibrate Water bath ยี่ห้อ Thermo fisher#SC100-A10B,,1,2500,2500,,SPC Calibration,OP-006
07/02/2018,D07006,,Halogen Lamp na559172V.,,1,4085,4085,,Barascientific,OP-006
