Enter Date,Document No,Item,Short Text,Order Unit,Order Quantity,Order Price,Order Amount,Supplier_Code,Supplier_Name,Enter By
07/11/2018,,,พลาสติกเคลือบบัตร,แพค,2, 425 , 850 ,,ออฟฟิช คลัม (ไทย),ZQ-039
08/14/2018,,,สติกเกอร์  PVC ขนาด 10x14 CM (ติดขยะ),แผ่น,1100, 9 ," 9,900 ",,แมคโคร,ZQ-034
08/14/2018,,,สีทาถนนสะท้อนแสง  3 LITRE เหลือง,ถัง,5, 749 ," 3,745 ",,ไทยวัสดุ,ZQ-034
08/14/2018,,,สีทาหลังคา Roorpaint 1 GL เขียวมรกต,ถัง,3, 515 ," 1,545 ",,ไทยวัสดุ,ZQ-034
08/14/2018,,,ทินเนอร์ 5 LITER เบอร์ 7,ถัง,2, 588 ," 1,176 ",,ไทยวัสดุ,ZQ-034
08/14/2018,,,สีน้ำเนียน ภายนอก 8850106271857,ถัง,1, 168 , 168 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,สีน้ำเนียน ภายนอก 8850106271826,ถัง,1, 205 , 205 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แม่สี LOW VOC TCW 1 LITER#CW12LV,ถัง,26, 5 , 117 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แม่สี LOW VOC TCW 1 LITER#CW07LV,ถัง,2, 5 , 9 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แม่สี LOW VOC TCW 1 LITER#CW06LV,ถัง,16, 2 , 24 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แม่สี LOW VOC TCW 1 LITER#CW02LV,ถัง,1, 2 , 2 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แปรงทาสีด้ามขาว 4 นิ้ว,อัน,2, 50 , 100 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แปรงทาสีด้ามขาว 3 นิ้ว,อัน,1, 32 , 32 ,,ไทยวัสดุ,ZQ-034
08/14/2018,,,แปรงทาสีน้ำมัน 3 นิ้ว,อัน,1, 32 , 32 ,,ไทยวัสดุ,ZQ-034
08/21/2018,,,หมุดปักบอร์ดตราม้า,กล่อง,3, 45 , 135 ,,โลตัส,ZQ-034
08/21/2018,,,สติกเกอร์ลายกากเพชร 9 มม.,ม้วน,2, 40 , 80 ,,โลตัส,ZQ-034
08/21/2018,,,แผ่นพลาสติกลูกฟูกเขียวหนา 2 มม.,แผ่น,2, 6 , 12 ,,โลตัส,ZQ-034
08/21/2018,,,แผ่นพลาสติกลูกฟูกคละสี 2 มม.,แผ่น,1, 25 , 25 ,,โลตัส,ZQ-034
08/21/2018,,,แผ่นพลาสติกลูกฟูกคละสี 3 มม.,แผ่น,4, 45 , 180 ,,โลตัส,ZQ-034
08/29/2018,,,สติกเกอร์รถ Forklift PVC ขนาด 25*25 นิ้ว,แผ่น,300, 8 ," 2,400 ",,แมคโฆษณา,ZQ-039
08/31/2018,,,ค่าบริการตรวจวัดเสียงที่ Generator,ตัวอย่าง,1, 500 , 500 ,,Chemlab  services,ZQ-039
08/31/2018,,,ค่าบริการตรวจวัดเสียงที่ Water treatment plant,ตัวอย่าง,1," 1,200 "," 1,200 ",,Chemlab  services,ZQ-039
08/31/2018,,,ค่าบริการ Sampling fee,รอบ,1," 1,000 "," 1,000 ",,Chemlab  services,ZQ-039
10/26/2018,,,รถพยาบาลและทีมพยาบาลวิชาชีพ,ทีม,1," 2,000 "," 2,000 ",,โรงพยาบาลจุฬารัตน์,ZQ-006
12/17/2018,,,สีทาถนน  Jotun สีทาถนนสะท้อนแสง (885050606493),กระป๋อง,1, 789 , 789 ,,ไทวัสดุ,ZQ-039
12/17/2018,,,สีทาถนน  Jotun สีทาถนนสะท้อนแสง (885050606495),กระป๋อง,1, 789 , 789 ,,ไทวัสดุ,ZQ-039
12/17/2018,,,สีทากระเบื้องหลังคา TOA ขาว,กระป๋อง,1, 539 , 539 ,,ไทวัสดุ,ZQ-039
12/20/2018,,,Activated  Carbon 3369703,ตัน,2.02," 4,800 "," 9,696 ",,เค  เอส  เวสท์  รีคอฟเวอรี่,ZQ-034
